[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-28 08:49:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-28 08:49:50] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389\
[2024-10-28 08:49:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://mongol-tori.local/
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:103] Filesize: 160 bytes
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50839bbea-nj1cp7.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:15] [class-ss-page.php:119] Checking Content Identical:fb2ce617ea197d377cc336a1f1e78234e24b6dda===. Value: FALSE
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-10-28 08:51:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 659
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5083a8cad-nRYYwf.tmp
[2024-10-28 08:51:15] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg?simply_static_page=552
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg?simply_static_page=552
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:103] Filesize: 178 bytes
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5083a8cad-nRYYwf.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:15] [class-ss-page.php:119] Checking Content Identical:7c47e0ce31b3c07ead551e262a3cdc3b3b3a8b9f===. Value: FALSE
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-10-28 08:51:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 659
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5083c4638-Lqq16q.tmp
[2024-10-28 08:51:15] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg?simply_static_page=553
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg?simply_static_page=553
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:103] Filesize: 170 bytes
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5083c4638-Lqq16q.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:15] [class-ss-page.php:119] Checking Content Identical:4844f51f07edc0fa0b4f24f56b5616106fd084b2===. Value: FALSE
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-10-28 08:51:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 659
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5083d9f3b-Oi28GM.tmp
[2024-10-28 08:51:15] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg?simply_static_page=554
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg?simply_static_page=554
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:103] Filesize: 178 bytes
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5083d9f3b-Oi28GM.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:15] [class-ss-page.php:119] Checking Content Identical:6031cbcb8e3f97f4b2306dfa150cd5cf7f2a06ec===. Value: FALSE
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-10-28 08:51:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 659
[2024-10-28 08:51:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5083ec0af-dmQ8aL.tmp
[2024-10-28 08:51:15] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle.svg?simply_static_page=555
[2024-10-28 08:51:15] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/triangle.svg?simply_static_page=555
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 176 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f5083ec0af-dmQ8aL.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:4dba77574c9b3d4e64aae39cef5d6647845dd7ad===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50841132e-3XW7AX.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/wave-brush.svg?simply_static_page=556
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/wave-brush.svg?simply_static_page=556
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 3121 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50841132e-3XW7AX.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:361c2579856da48e22f88e877857ec24fecc712a===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50842e4dd-o4KUjN.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves-negative.svg?simply_static_page=557
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves-negative.svg?simply_static_page=557
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 422 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50842e4dd-o4KUjN.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:1181db2fc33aa3edb1e31848793ace4306d0923c===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50843b88f-d4oxxJ.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg?simply_static_page=558
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg?simply_static_page=558
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 7297 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50843b88f-d4oxxJ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:07617a2e0e38b46ea17baf5e8c70dd36dc25d839===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50844a143-eYEtR7.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves.svg?simply_static_page=559
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/waves.svg?simply_static_page=559
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 419 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50844a143-eYEtR7.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:eb3a5cbbf8ca492032518385a130b9f2a0541e0b===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50845a653-MBzMhf.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/zigzag.svg?simply_static_page=560
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/shapes/zigzag.svg?simply_static_page=560
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 2827 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50845a653-MBzMhf.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:7f712c18b4e90b11bb6f0dcf2118eec6010dbf5f===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f508467d60-JYIsqQ.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/blob.svg?simply_static_page=561
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/blob.svg?simply_static_page=561
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 437 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f508467d60-JYIsqQ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:9beb05e8bff039442646283bc43c54b10bf43ca7===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50847866e-iDT5Mk.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/circle.svg?simply_static_page=562
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/circle.svg?simply_static_page=562
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 128 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50847866e-iDT5Mk.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:05ee616825a8c7d53c149e9ab45cf8be1c97b400===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50848767e-M8xmJS.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/flower.svg?simply_static_page=563
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/flower.svg?simply_static_page=563
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 359 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50848767e-M8xmJS.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:56f5fb4af5120f0782d279a68ece342951eaf802===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f508499e14-EV1ECQ.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg?simply_static_page=564
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg?simply_static_page=564
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 243 bytes
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f508499e14-EV1ECQ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:51:16] [class-ss-page.php:119] Checking Content Identical:5d4784a2a23345346d0577ff4b1b41f7125cff99===. Value: FALSE
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-10-28 08:51:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 659
[2024-10-28 08:51:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f5084a7c98-iJbbhh.tmp
[2024-10-28 08:51:16] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg?simply_static_page=565
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg?simply_static_page=565
[2024-10-28 08:51:16] [class-ss-url-fetcher.php:103] Filesize: 1044 bytes
